PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
15826304,CEACAM6,TF Pmarker,Lymphoid cell,Cancer cell,Lymph,low-throughput,Flow-throughput cytometry;Western blot;qPCR,Myeloid antigens in childhood lymphoblastic leukemia: clinical data point to regulation of CD66c distinct from other myeloid antigens,Granulocytic marker CD66c -- Carcinoembryonic antigen-related cell adhesion molecule 6 (CEACAM6) is aberrantly expressed on ALL with strong correlation to genotype.,,CL_0001065
15999366,CDKN2A,TF Pmarker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,Immunohistochemical Analysis;Methylation-Specific Polymerase Chain Reaction;Microscopic observation,Overexpressed Id-1 is associated with a high risk of hepatocellular carcinoma development in patients with cirrhosis without transcriptional repression of p16,P16 is inhibited by ID1,ID1,CL_0001064
16007217,EGR1,TF Pmarker,Foreskin carcinoma cell,Cancer cell,Foreskin,low-throughput + high-throughput,RT–PCR;Weston blot;ChIP assay;Immunoblot analysis,"Id2 protein is selectively upregulated by UVB in primary, but not in immortalized human keratinocytes and inhibits differentiation","ID2 promoter interacts with known Id2 promoter (ETS) binding factors ERF1/2 and FLI1, but not with c-Myc",ID2,CL_0001064
16007217,EGR2,TF Pmarker,Foreskin carcinoma cell,Cancer cell,Foreskin,low-throughput + high-throughput,RT–PCR;Weston blot;ChIP assay;Immunoblot analysis,"Id2 protein is selectively upregulated by UVB in primary, but not in immortalized human keratinocytes and inhibits differentiation","ID2 promoter interacts with known Id2 promoter (ETS) binding factors ERF1/2 and FLI1, but not with c-Myc",ID2,CL_0001064
16007217,FLI1,TF Pmarker,Foreskin carcinoma cell,Cancer cell,Foreskin,low-throughput + high-throughput,RT–PCR;Weston blot;ChIP assay;Immunoblot analysis,"Id2 protein is selectively upregulated by UVB in primary, but not in immortalized human keratinocytes and inhibits differentiation","ID2 promoter interacts with known Id2 promoter (ETS) binding factors ERF1/2 and FLI1, but not with c-Myc",ID2,CL_0001064
16015666,H19,TF Pmarker,Brain carcinoma cell,Cancer cell,Brain,low-throughput,RT-PCR,DNA methylation in the CTCF-binding site I and the expression pattern of the H19 gene: does positive expression predict poor prognosis in early stage head and neck carcinomas?,"However, the significant correlation between H19 expression and tumor recurrence suggest that this transcript could be a marker for the progression of HNSCC.",CTCF,CL_0001064
16083704,CYP3A4,TF Pmarker,Liver cancer cell,Cancer cell,Liver,low-throughput,RT-PCR;qPCR;Weston blot;Immunofluorescent staining,Complementary Stimulation of Hepatobiliary Transport and Detoxification Systems by Rifampicin and Ursodeoxycholic Acid in Humans,"RIFA enhanced bile acid detoxification as well as bilirubin conjugation and excretion as reflected by enhanced expression of CYP3A4,UGT1A1, and MRP2.",,
16083704,UGT1A1,TF Pmarker,Liver cancer cell,Cancer cell,Liver,low-throughput,RT-PCR;qPCR;Weston blot;Immunofluorescent staining,Complementary Stimulation of Hepatobiliary Transport and Detoxification Systems by Rifampicin and Ursodeoxycholic Acid in Humans,"RIFA enhanced bile acid detoxification as well as bilirubin conjugation and excretion as reflected by enhanced expression of CYP3A4,UGT1A1, and MRP2.",,
16083704,ABCC2,TF Pmarker,Liver cancer cell,Cancer cell,Liver,low-throughput,RT-PCR;qPCR;Weston blot;Immunofluorescent staining,Complementary Stimulation of Hepatobiliary Transport and Detoxification Systems by Rifampicin and Ursodeoxycholic Acid in Humans,"RIFA enhanced bile acid detoxification as well as bilirubin conjugation and excretion as reflected by enhanced expression of CYP3A4,UGT1A1, and MRP2.",,
16110260,GATA6,TF Pmarker,Ovarian germ cell tumors cell,Cancer cell,Ovary,low-throughput,Immunohistochemistry;Microscopic observation,"Transcription Factors GATA-4 and GATA-6, and their Potential Downstream Effectors in Ovarian Germ Cell Tumors","As transcription factors GATA-4 and GATA-6 as well as their downstream factors (e.g. HNF-4, BMP-2 and IHH) are essential for normal yolk sac development, we studied their expression in 20 ovarian GCTs",IHH;BMP2;HNF4A,
16110260,HNF4A,TF Pmarker,Ovarian germ cell tumors cell,Cancer cell,Ovary,low-throughput,Immunohistochemistry;Microscopic observation,"Transcription Factors GATA-4 and GATA-6, and their Potential Downstream Effectors in Ovarian Germ Cell Tumors",The fact that GATA-6 and HNF-4 are expressed exclusively in endodermal tissues indicates that these transcription factors play a role in the differentiation of germ cells towards the endodermal phenotype.,GATA6;GATA4,
16110260,BMP2,TF Pmarker,Ovarian germ cell tumors cell,Cancer cell,Ovary,low-throughput,Immunohistochemistry;Microscopic observation,"Transcription Factors GATA-4 and GATA-6, and their Potential Downstream Effectors in Ovarian Germ Cell Tumors","Dysgerminomas, on the contrary, expressed only GATA-4 and, in a minority of cases, IHH and BMP-2.",GATA6;GATA4,
16119980,CDX2,TF Pmarker,Colorectal carcinoma cell,Cancer cell,Colon,low-throughput,Immunohistochemistry;Microscopic observation,CDX2 is a useful marker of intestinal-type differentiation: a tissue microarray-based study of 629 tumors from various sites,"CDX2 is a useful marker for intestinal-type differentiation, is rarely seen in tumors from the other sites evaluated, and may be useful in determining the site of origin for some metastatic tumors.",,
16865673,YY1,TF Pmarker,Stem cell,Cancer cell,Epithelium,low-throughput,Western blot;RT-PCR,"The putative human stem cell marker, Rex-1 (Zfp42): structural classification and expression in normal human epithelial and carcinoma cell cultures",We have generated a molecular model of the human REX1 zinc finger domains based on the crystal structure of the YY1 transcription factor.,REXO1,CL_0000034
16867224,ATF1,TF Pmarker,Clear cell sarcoma of soft tissue cell,Cancer cell,Muscle,low-throughput + high-throughput,qRT-PCR;Western blot;DNA-seq;RT-PCR;qPCR,Constitutive Activation of Neuregulin/ERBB3 Signaling Pathway in Clear Cell Sarcoma of Soft Tissue,A fusion between the Ewing sarcoma gene (EWSR1) and the activating transcription factor 1 (ATF1) gene.,EWSR1,
16867224,EWSR1,TF Pmarker,Clear cell sarcoma of soft tissue cell,Cancer cell,Muscle,low-throughput + high-throughput,qRT-PCR;Western blot;DNA-seq;RT-PCR;qPCR,Constitutive Activation of Neuregulin/ERBB3 Signaling Pathway in Clear Cell Sarcoma of Soft Tissue,Clear cell sarcoma of soft tissue (CCSST) represents a highly malignant tumor of the musculoskeletal system that is characterized by the chromosomal translocation of the Ewing sarcoma gene (EWSR1) and activating transcription factor 1 (ATF1).,ATF1,
16872277,NRF1,TF Pmarker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,RT–PCR;Western blot;Microscopic observation;Immunofluorescent staining,"Negative regulation of the Nrf1 transcription factor by its N-terminaldomain is independent of Keap1: Nrf1, but not Nrf2, is targeted to theendoplasmic reticulum",NRF1 (nuclear factor-erythroid 2 p45 subunit-related factor 1) and NRF2 regulate ARE (antioxidant response element)-driven genes.,GABPA,CL_0001064
16872277,GABPA,TF Pmarker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,RT–PCR;Western blot;Microscopic observation;Immunofluorescent staining,"Negative regulation of the Nrf1 transcription factor by its N-terminaldomain is independent of Keap1: Nrf1, but not Nrf2, is targeted to theendoplasmic reticulum",NRF1 (nuclear factor-erythroid 2 p45 subunit-related factor 1) and NRF2 regulate ARE (antioxidant response element)-driven genes.,NRF1,CL_0001064
16882943,SOX18,TF Pmarker,Melanocytes cell,Cancer cell,Skin,low-throughput,Microscopic observation;Western blot;immunohistochemical,"Effect of Disrupted SOX18 Transcription Factor Function on Tumor Growth, Vascularization, and Endothelial Development","The SOX18 transcription factor is a key regulator of murine and human blood vessel formation, SOX18 is a potential target for antiangiogenic therapy of human cancers.",PECAM1;CSPG4,
16951173,AR,TF Pmarker,Epithelial cell,Cancer cell,Prostate,low-throughput,RT-PCR;Taqman PCR;Western blot;Flow cytometry,Low-Calcium Serum-Free Defined Medium Selects for Growthof Normal Prostatic Epithelial Stem Cells,Prostatic stem cells also express the ABC transporter G2 isotype protein but not androgen receptor (AR) or P63 proteins.,TP63,CL_0000066
16951173,TP63,TF Pmarker,Epithelial cell,Cancer cell,Prostate,low-throughput,RT-PCR;Taqman PCR;Western blot;Flow cytometry,Low-Calcium Serum-Free Defined Medium Selects for Growthof Normal Prostatic Epithelial Stem Cells,Prostatic stem cells also express the ABC transporter G2 isotype protein but not androgen receptor (AR) or P63 proteins.,AR,CL_0000066
16962318,YY1,TF Pmarker,Stem cell,Cancer cell,Bone,low-throughput,RT-PCR;Immunohistochemistry;Immunofluorescent staining;Western blot;Microscopic observation,Expression of transcription factor Yin Yang 1 inhuman osteosarcomas,The transcription factor Yin Yang 1 (YY1) is known to be present in some human cancer celllines and its expression correlates with immune-mediated apoptosis.,,CL_0000034
16964294,AXIN1,TF Pmarker,Liver cell,Cancer cell,Liver,low-throughput,Microscopic observation;Immunohistochemistry;RT–PCR;qRT-PCR,Differential effects of inactivated Axin1 and activatedb-catenin mutationsin human hepatocellular carcinomas,"The tumor suppressor function of AXIN1 in HCC may be related to another, non-Wnt pathway.",CTNNBIP1,CL_0000182
16965956,PLAG1,TF Pmarker,Leiomyoma cell,Cancer cell,Vulvar,low-throughput + high-throughput,Microscopic observation;Immunofluorescent staining;DNA-seq,A clonal translocation (7;8)(p13;q11.2) in a leiomyoma of the vulva,"The transcription factor gene PLAG1,located at 8q12, which is rearranged and activated bypromoter swapping or substitution in pleomorphic adeno-mas of the salivary glands, lipoblastomas, and some hepa-toblastomas.",RB1CC1;OCM,
16965956,OCM,TF Pmarker,Leiomyoma cell,Cancer cell,Vulvar,low-throughput + high-throughput,Microscopic observation;Immunofluorescent staining;DNA-seq,A clonal translocation (7;8)(p13;q11.2) in a leiomyoma of the vulva,"Possible candidate genes include the OCM gene at 7p13~p11, which codes for a calcium-binding oncodevelopmental protein oncomodulin, the MOS oncogene at 8q11, and the RB1CC1 gene at 8q11.",RB1CC1,
16965956,RB1CC1,TF Pmarker,Leiomyoma cell,Cancer cell,Vulvar,low-throughput + high-throughput,Microscopic observation;Immunofluorescent staining;DNA-seq,A clonal translocation (7;8)(p13;q11.2) in a leiomyoma of the vulva,"Possible candidate genes include the OCM gene at 7p13~p11, which codes for a calcium-binding oncodevelopmental protein oncomodulin, the MOS oncogene at 8q11, and the RB1CC1 gene at 8q11.",OCM,
16981245,CEBPA,TF Pmarker,Stomach carcinoma cell,Cancer cell,Stomach,low-throughput + high-throughput,Western blot;Immunohistochemistry;;Immunofluorescent staining;Microscopic observation,C/EBPbeta is over-expressed in gastric carcinogenesis andis associated with COX-2 expression,"C/EBPbeta and KI67, a marker of cell proliferation, were also co-expressedin primary GC.",MKI67,CL_0001064
16989659,RUNX1,TF Pmarker,Leukaemic cell,Cancer cell,Blood,low-throughput,RT-PCR;Western blot,Common gene expression signatures in t(8;21)- andinv(16)-acute myeloid leukaemia,"Human acute myeloid leukaemia (AML) involving a core-binding factor(CBF) transcription factor is called CBF leukaemia. In these leukaemias,AML1 (RUNX1, PEBP2aB, CBFa2)-MTG8 (ETO) and CBFB(PEBP2B)-MYH11 chimaeric proteins are generated by t(8;21) and inv(17) respectively.",CBFB,
16989659,CBFB,TF Pmarker,Leukaemic cell,Cancer cell,Blood,low-throughput,RT-PCR;Western blot,Common gene expression signatures in t(8;21)- andinv(16)-acute myeloid leukaemia,"Human acute myeloid leukaemia (AML) involving a core-binding factor(CBF) transcription factor is called CBF leukaemia. In these leukaemias,AML1 (RUNX1, PEBP2aB, CBFa2)-MTG8 (ETO) and CBFB(PEBP2B)-MYH11 chimaeric proteins are generated by t(8;21) and inv(17) respectively.",RUNX1,
17289882,SIM2,TF Pmarker,Prostate carcinoma cell,Cancer cell,Prostate,low-throughput,qPCR;RT-qPCR;Microscopic observation;Immunohistochemistry,Increased Expression of SIM2-s Protein Is a Novel Markerof Aggressive Prostate Cancer,The human SIM2 gene is located within the Down’s syndrome critical region of chromosome 21 and encodes transcription factors involved in brain development and neuronal differentiation,MKI67,CL_0001064
17289882,MKI67,TF Pmarker,Prostate carcinoma cell,Cancer cell,Prostate,low-throughput,qPCR;RT-qPCR;Microscopic observation;Immunohistochemistry,Increased Expression of SIM2-s Protein Is a Novel Markerof Aggressive Prostate Cancer,"Tumor cell expression of SIM2-s protein was associated with adverse clinicopathologic factors like increased preoperative serum prostate-specific antigen, high histologic grade, invasive tumor growth with extra-prostatic extension, and increased tumor cell proliferation by KI-67 expression.",SIM2,CL_0001064
17363505,EGFR,TF Pmarker,Stomach carcinoma cell,Cancer cell,Stomach,low-throughput,qPCR;PT-PCR;Microscopic observation;Western blot;Immunohistochemistry,Inhibition of heat shock protein 90 impairs epidermal growth factor-mediated signaling in gastric cancer cells and reduces tumor growth and vascularization in vivo,"Epidermal growth factor receptor (EGFR), HER-2, and hypoxia inducible-factor-1A (HIF-1A) has been implicated in gastric cancer growth and angiogenesis through upregulation of vascular endothelial growth factor (VEGF).",ERBB2;HIF1A,CL_0001064
17363505,ERBB2,TF Pmarker,Stomach carcinoma cell,Cancer cell,Stomach,low-throughput,qPCR;PT-PCR;Microscopic observation;Western blot;Immunohistochemistry,Inhibition of heat shock protein 90 impairs epidermal growth factor-mediated signaling in gastric cancer cells and reduces tumor growth and vascularization in vivo,"Epidermal growth factor receptor (EGFR), HER-2, and hypoxia inducible-factor-1A (HIF-1A) has been implicated in gastric cancer growth and angiogenesis through upregulation of vascular endothelial growth factor (VEGF).",EGFR;HIF1A,CL_0001064
17363505,HIF1A,TF Pmarker,Stomach carcinoma cell,Cancer cell,Stomach,low-throughput,qPCR;PT-PCR;Microscopic observation;Western blot;Immunohistochemistry,Inhibition of heat shock protein 90 impairs epidermal growth factor-mediated signaling in gastric cancer cells and reduces tumor growth and vascularization in vivo,"Epidermal growth factor receptor (EGFR), HER-2, and hypoxia inducible-factor-1A (HIF-1A) has been implicated in gastric cancer growth and angiogenesis through upregulation of vascular endothelial growth factor (VEGF).",ERBB2;EGFR,CL_0001064
18721076,HMGA1,TF Pmarker,Cartilage cell,Cancer cell,Cartilage,high-throughput,DNA-seq;,Application of high-mobility-group-A proteins increases the proliferative activity of chondrocytes in vitro,Direct application of HMGA1 and HMGA2 proteins onto porcine chondrocytes was shown to have a highly significant influence on cell proliferation.,HMGA2,CL_0000138
18721076,HMGA2,TF Pmarker,Cartilage cell,Cancer cell,Cartilage,high-throughput,DNA-seq;,Application of high-mobility-group-A proteins increases the proliferative activity of chondrocytes in vitro,Direct application of HMGA1 and HMGA2 proteins onto porcine chondrocytes was shown to have a highly significant influence on cell proliferation.,HMGA1,CL_0000138
18724243,PAX8,TF Pmarker,Stem cell,Cancer cell,Thyroid,low-throughput,Immunohistochemistry;Microscopic observation,Expression of pax8 as a useful marker in distinguishing ovarian carcinomas from mammary carcinomas,"PAX8 is a useful marker in the differential diagnosis of ovarian and breast carcinomas, and it seems to be superior to WT1 for the diagnosis of all types of nonmucinous ovarian carcinomas, notably clear cell and endometrioid types where WT1 expression is generally negative or only focal.",WT1,CL_0000034
18801593,TTF1,TF Pmarker,Stem cell,Cancer cell,Lung,low-throughput,IHC,Prognostic relevance of TTF-1 and MMP-9 expression in advanced lung adenocarcinoma,"TTF-1 and MMP-9 tumor expression as detected by immunohistochemistry may allow identification of different, clinically meaningful, prognostic groups of advanced lung adenocarcinoma patients treated with platinum regimens.",MMP9,CL_0000034
18801593,MMP9,TF Pmarker,Stem cell,Cancer cell,Lung,low-throughput,IHC,Prognostic relevance of TTF-1 and MMP-9 expression in advanced lung adenocarcinoma,"TTF-1 and MMP-9 tumor expression as detected by immunohistochemistry may allow identification of different, clinically meaningful, prognostic groups of advanced lung adenocarcinoma patients treated with platinum regimens.",TTF1,CL_0000034
18825388,IL10,TF Pmarker,Stem cell,Cancer cell,Mucosal,low-throughput,qRT-PCR,"High expression of Foxp3, IL-23p19 and survivin mRNA in colorectal carcinoma","We show a characteristic gene expression profile combining markers associated with inhibition of anti-tumor immune response (FOXP3, IL-10), inhibition of apoptosis (survivin).",FOXP3,CL_0000034
18849568,GATA3,TF Pmarker,T cell,Cancer cell,Lymph,low-throughput + high-throughput,Western blot;RT-PCR;Flow cytometry;DNA-seq,Significance of NF-kappaB/GATA axis in tumor necrosis factor-alpha-induced expression of 6-sulfated cell recognition glycans in human T-lymphocytes,"The transactivation mechanism described here suggested that GlcNAc6ST-1 transcription is coordinated with the NF-KB/GATA-3 axis, which is known to figure heavily in Th2 cell differentiation",,CL_0000084
18850008,PDCD4,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,Weston blot;Gene knock down,An autoregulatory loop mediated by miR-21 and PDCD4 controls the AP-1 activity in RAS transformation,Our data reveal a novel mechanism of positive autoregulation of the AP-1 complex in RAS transformation and disclose the function of oncomirs as critical targets and regulators of AP-1 in tumorigenesis.,JUN,CL_0000034
18855882,TTF1,TF Pmarker,Stem cell,Cancer cell,Lung,low-throughput,RT-PCR;Western bloImmunohistochemistry;Microscopic observation,Transcription expression and clinical significance of TTF-1 mRNA in pleural effusion of patients with lung cancer,"As a molecular marker of detecting pleural micrometastasis, TTF-1 mRNA may be helpful to diagnose the cancer cells in PEs of patients with lung cancer, especially with PPA.",NKX22,CL_0000034
