PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
21372204,KLK3,T Marker,Prostate carcinoma cell,Cancer cell,Prostate,high-throughput,Sequencing technique,Large-scale exploration of gene-gene interactions in prostate cancer using a multistage genome-wide association study,Another noteworthy result involves interaction of a known prostate cancer susceptibility marker near the prostate protease genes KLK2 and KLK3 with an intronic SNP in PRXX2.,EPAS1,CL_0001064
21383077,DCLK1,T Marker,Tuft cell,Cancer cell,Intestine,low-throughput,Immunofluorescent staining;Immunohistochemistry;Microscopic observation,Distinct ATOH1 and Neurog3 requirements define tuft cells as a new secretory cell type in the  intestinal epithelium,"The ATOH1/MATH1 transcription factor is essential for their differentiation, NEUROG3, SOX9, GFI1, and SPDEF are dispensable, which distinguishes these cells from enteroendocrine, Paneth, and goblet cells, and raises from three to four the number of secretory cell types in the intestinal epithelium.",ATOH1;NEUROG3,
21397355,TTF1,T Marker,Lung carcinoma cell,Cancer cell,Lung,low-throughput,qPCR;Microscopic observation;Immunohistochemistry;qRT-PCR,Pleiomorphic adenoma gene-like 2 expression is associated with the development of lung adenocarcinoma and emphysema,Co-expression of TTF-1 pro-SP-C and CD133 (astem-cell marker) in cancer and distal airway epithelial cells indicated that both cells were derived from commonprogenitors.,PLAGL2,CL_0001064
21397355,PROM1,T Marker,Lung carcinoma cell,Cancer cell,Lung,low-throughput,qPCR;Microscopic observation;Immunohistochemistry;qRT-PCR,Pleiomorphic adenoma gene-like 2 expression is associated with the development of lung adenocarcinoma and emphysema,Co-expression of TTF-1 pro-SP-C and CD133 (astem-cell marker) in cancer and distal airway epithelial cells indicated that both cells were derived from commonprogenitors.,PLAGL2,CL_0001064
21451364,PPBP,T Marker,Kidney carcinoma cell,Cancer cell,Kidney,low-throughput,Immunohistochemistry;Microscopic observation,"Diagnostic Use of PAX8, CAIX, TTF-1, and TGB in Metastatic Renal Cell Carcinoma of the Thyroid","Transcription factors TTF-1, TGB and CAIX are markers expressed in renal cell cancer cells",TTF1;PAX8,CL_0001064
21451364,CA9,T Marker,Kidney carcinoma cell,Cancer cell,Kidney,low-throughput,Immunohistochemistry;Microscopic observation,"Diagnostic Use of PAX8, CAIX, TTF-1, and TGB in Metastatic Renal Cell Carcinoma of the Thyroid","Transcription factors TTF-1, TGB and CAIX are markers expressed in renal cell cancer cells",TTF1;PAX8,CL_0001064
21454613,CD82,T Marker,Prostate carcinoma cell,Cancer cell,Prostate,low-throughput,Western blot;Immunofluorescent staining;Microscopic observation;RT-PCR;qRT-PCR;qPCR,KAI1 Gene Is Engaged in NDRG1 Gene-mediated Metastasis Suppression through the ATF3-NFKB Complex in Human Prostate Cancer,"NDRG1 and KAI1 belong to metastasis suppressor genes, which impede the dissemination of tumor cells from primary tumors to distant organs.",ATF3,CL_0001064
21457403,PROM1,T Marker,Gastric cancer cell,Cancer cell,Stomach,low-throughput,Immunohistochemistry;qPCR;Microscopic observation;RT-PCR;Gene knock down,CD133 is a marker of gland-forming cells in gastric tumors and Sox17 is involved in its regulation,"CD133 is a universal marker of tissue stem progenitor cells as wellas cancer stem cells,",SOX17,
21628563,MET,T Marker,glioblastoma cell,Cancer cell,Brain,low-throughput,Weston blot;Immunofluorescent staining;Flow Cytometry;qRT-PCR,c-Met signaling induces a reprogramming network and supports the glioblastoma stem-like phenotype,Expression of the reprogramming transcription factor NANOG by glioblastoma cells is shown to mediate the ability of MET to induce the stem cell characteristics of neurosphere formation and neurosphere cell self-renewal ,NANOG,
21835542,POU5F1,T Marker,Stem cell,Cancer cell,Bone,low-throughput,RT-PCR;Western blot;Microscopic observation;Immunohistochemistry,Salinomycin inhibits osteosarcoma by targeting its tumor stem cells,"Our results indicated that sarcosphere selection, chemotherapy selection and stem cell marker OCT4 or SOX2 over-expression are all effective in the enrichment of TSCs from osteosarcoma cell lines.",SOX2,CL_0000034
21836478,CD5,T Marker,Thyroid carcinoma cell,Cancer cell,Thyroid,low-throughput,Immunohistochemical;Microscopic observation,Pax8 Expression in Thymic Epithelial Neoplasms: An Immunohistochemical Analysis,"Although several markers including CD5, CD205, and FOXN1 have been reported to be specific for thymic carcinoma, in our experience these markers do not reliably distinguish these tumors from other neoplasms.",LY75;PAX8;FOXN1,CL_0001064
21836478,LY75,T Marker,Thyroid carcinoma cell,Cancer cell,Thyroid,low-throughput,Immunohistochemical;Microscopic observation,Pax8 Expression in Thymic Epithelial Neoplasms: An Immunohistochemical Analysis,"Although several markers including CD5, CD205, and FOXN1 have been reported to be specific for thymic carcinoma, in our experience these markers do not reliably distinguish these tumors from other neoplasms.",CD5;PAX8;FOXN1,CL_0001064
21841405,PDLIM7,T Marker,B cell,Cancer cell,Lymph,low-throughput,Microscopic observation,Epstein-Barr Virus-positive Diffuse Large B-cell Lymphomas of the Elderly,"The expression of CD30, EBER, and LMP1 are not helpful for the differential diagnosis.",POU2F2,CL_0000236
21841405,FUT4,T Marker,B cell,Cancer cell,Lymph,low-throughput,Microscopic observation,Epstein-Barr Virus-positive Diffuse Large B-cell Lymphomas of the Elderly,"Strong, homogeneous expression of B-cell markers, including transcription factors OCT2 and BOB.1, and lack of CD15 support a diagnosis of EBV+ DLBCL.",POU2F2,CL_0000236
21855111,WT1,T Marker,Ovarian carcinoma cell,Cancer cell,Ovarian,low-throughput,qPCR;qRT-PCR;Microscopic observation,Expression of the Ets transcription factor EHF in serous ovarian carcinoma effusions is a marker of poor survival,WT1 is expressed by EHF,EHF,CL_0001064
21864376,TRIB3,T Marker,Breast cancer cell,Cancer cell,Breast,low-throughput,Immunofluorescent staining;RT-qPCR,Tribbles homolog 3 denotes a poor prognosis in breast cancer and is involved in hypoxia response,Tribbles homolog 3 (TRIB3) is induced during hypoxia and is involved in multiple cellular pathways involved in cell survival.,ATF4;DDIT3;EIF2AK3;HIF1A,
21865674,CD4,T Marker,T cell,Cancer cell,Immune,low-throughput,Flow cytometry;RT-PCR;qRT-PCR,"Th1, Th2, Th17 and Regulatory T Cell Pattern in  Psoriatic Patients: Modulation of Cytokines and  Gene Targets Induced by Etanercept Treatment and Correlation with Clinical Response",CD4 positively expresses in T cell,GATA3;STAT4,CL_0000084
21866563,SLC7A2,T Marker,Glioblastoma cell,Cancer cell,Brain,low-throughput,Immunofluorescent staining;Weston blot;RT-PCR,Hypoxia Induces Peroxisome Proliferator-Activated Receptor a (PPARa) and Lipid Metabolism Peroxisomal Enzymes in Human Glioblastoma Cells,CAT2 is controlled by PPARA,PPARA,
21871880,CYP3A4,T Marker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,Weston blot;qRT-PCR;RT-PCR,Construction and characterization of hepatocyte nuclear factor HNF4alpha1 over-expressing cell line derived from human hepatoma HepG2 cells,CYP3A4 is a marker of hepatospecific markers.,HNF4A,CL_0001064
21871880,NR1I2,T Marker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,Weston blot;qRT-PCR;RT-PCR,Construction and characterization of hepatocyte nuclear factor HNF4alpha1 over-expressing cell line derived from human hepatoma HepG2 cells,NR1I2 is a marker of hepatospecific markers.,HNF4A,CL_0001064
21871880,AHR,T Marker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,Weston blot;qRT-PCR;RT-PCR,Construction and characterization of hepatocyte nuclear factor HNF4alpha1 over-expressing cell line derived from human hepatoma HepG2 cells,AHR is a marker of hepatospecific markers.,HNF4A,CL_0001064
21873975,MMP1,T Marker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,qRT–PCR;Immunofluorescent staining;Weston blot;ChIP assay;Gene knock down;Immunoblot;Quantitative ChIP;Survival analysis,Signalling pathway for RKIP and Let-7 regulates and predicts metastatic breast cancer,MMP1 is upregulated by let-7 targets.,PEBP1,CL_0000034
21873975,SPP1,T Marker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,qRT–PCR;Immunofluorescent staining;Weston blot;ChIP assay;Gene knock down;Immunoblot;Quantitative ChIP;Survival analysis,Signalling pathway for RKIP and Let-7 regulates and predicts metastatic breast cancer,SPP1 is upregulated by let-7 targets.,PEBP1,CL_0000034
21873975,CXCR4,T Marker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,qRT–PCR;Immunofluorescent staining;Weston blot;ChIP assay;Gene knock down;Immunoblot;Quantitative ChIP;Survival analysis,Signalling pathway for RKIP and Let-7 regulates and predicts metastatic breast cancer,CXCR4 is upregulated by let-7 targets.,PEBP1,CL_0000034
21873975,HMGA2,T Marker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,qRT–PCR;Immunofluorescent staining;Weston blot;ChIP assay;Gene knock down;Immunoblot;Quantitative ChIP;Survival analysis,Signalling pathway for RKIP and Let-7 regulates and predicts metastatic breast cancer,HMGA2 is inhibited by RKIP.,PEBP1,CL_0000034
21874011,MTOR,T Marker,Kidney carcinoma cell,Cancer cell,Kidney,low-throughput,Immunohistochemical Staining;Microscopic observation,Cathepsin K expression in the spectrum of perivascular epithelioid cell (PEC) lesions of the kidney,MTOR is inhibited by MITF.,MITF,CL_0001064
21880559,ENPP2,T Marker,Lymphoid cell,Cancer cell,Lymph,low-throughput,Gene knock down;qRT-PCR;Microscopic observation;Weston blot;IHC;Flow cytometry,Knock-down of SOX11 induces autotaxin-dependent increase in proliferation in vitro and more aggressive tumors in vivo,ENPP2 controls the cellular growth rate.,SOX11,CL_0000542
21880559,ENPP2,T Marker,Lymphoid cell,Cancer cell,Lymph,low-throughput,Gene knock down;qRT-PCR;Microscopic observation;Weston blot;IHC;Flow cytometry,Knock-down of SOX11 induces autotaxin-dependent increase in proliferation in vitro and more aggressive tumors in vivo,ENPP2 controls the cellular growth rate.,SOX11,CL_0001065
21882221,IGF1,T Marker,Breast carcinoma cell,Cancer cell,Breast,low-throughput + high-throughput,Immunoblot;qRT-PCR;siRNA;MTS assay;Immunofluorescent staining;Weston blot;Gene knock down,Forkhead Box A1 (FOXA1) is a Key Mediator of Insulin-Like Growth Factor I (IGF-I) Activity,"The insulin-like growth factor receptor (IGF-IR) has been implicated in a number of human tumors, including breast cancer.",FOXA1,CL_0001064
21882221,IGF1,T Marker,Cancer stem cell,Cancer cell,Breast,low-throughput + high-throughput,Immunoblot;qRT-PCR;siRNA;MTS assay;Immunofluorescent staining;Weston blot;Gene knock down,Forkhead Box A1 (FOXA1) is a Key Mediator of Insulin-Like Growth Factor I (IGF-I) Activity,"The insulin-like growth factor receptor (IGF-IR) has been implicated in a number of human tumors, including breast cancer.",FOXA1,
21911445,HSPA5,T Marker,Basal cell,Cancer cell,Skin,low-throughput + high-throughput,Immunofluorescent staining;Weston blot;RT-PCR;Sequencing technique,Unfolded Protein Response Signaling and MAP Kinase Pathways Underlie Pathogenesis of Arsenic-Induced Cutaneous Inflammation,HSPA5 is a marker belongs to Unfolded protein response (UPR) signaling,XBP1;ATF6;ATF4,CL_0000646
21911445,HSP90B1,T Marker,Basal cell,Cancer cell,Skin,low-throughput + high-throughput,Immunofluorescent staining;Weston blot;RT-PCR;Sequencing technique,Unfolded Protein Response Signaling and MAP Kinase Pathways Underlie Pathogenesis of Arsenic-Induced Cutaneous Inflammation,HSP90B1 is a marker belongs to Unfolded protein response (UPR) signaling,XBP1;ATF6;ATF4,CL_0000646
21918172,CDC25B,T Marker,Malignant brain cell,Cancer cell,Brain,low-throughput,Immunohistochemistry;Weston blot;H&E staining;Microscopic observation,Expression of FoxM1 Is Required for the Proliferation of Medulloblastoma Cells and Indicates Worse Survival of Patients,CDC25B is regulated by FOXM1,FOXM1,
21918172,CDC25B,T Marker,Malignant braincell,Cancer cell,Brain,low-throughput,Immunohistochemistry;Weston blot;H&E staining;Microscopic observation,Expression of FoxM1 Is Required for the Proliferation of Medulloblastoma Cells and Indicates Worse Survival of Patients,CDC25B is regulated by FOXM1,FOXM1,
21918172,PLK1,T Marker,Malignant brain cell,Cancer cell,Brain,low-throughput,Immunohistochemistry;Weston blot;H&E staining;Microscopic observation,Expression of FoxM1 Is Required for the Proliferation of Medulloblastoma Cells and Indicates Worse Survival of Patients,PLK1 is regulated by FOXM1,FOXM1,
21918172,PLK1,T Marker,Malignant braincell,Cancer cell,Brain,low-throughput,Immunohistochemistry;Weston blot;H&E staining;Microscopic observation,Expression of FoxM1 Is Required for the Proliferation of Medulloblastoma Cells and Indicates Worse Survival of Patients,PLK1 is regulated by FOXM1,FOXM1,
21927024,ATXN1,T Marker,Osteosarcomas cell,Cancer cell,Bone,low-throughput + high-throughput,qRT–PCR;qPCR;Western blot; Immunohistochemistry;Gene knock down;Bioinformatic prediction;Microscopic observation,Sox2 maintains self renewal of tumor-initiating cells in osteosarcomas,"Osteosarcoma cells have increased ability to grow in suspension as osteospheres, that are greatly enriched in expression of SOX2 and the stem cell marker, SCA-1.",SOX2,
21931769,CARNS1,T Marker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,Weston blot;qRT-PCR;siRNA Maspin gene knock-down;MicroRNA microarrays;Flow cytometry;Survival analysis,Suppression of Breast Tumor Growth and Metastasis by an Engineered Transcription Factor,CARNS1 normaly expressed in the neural system,,CL_0000034
21931769,SLC8A2,T Marker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,Weston blot;qRT-PCR;siRNA Maspin gene knock-down;MicroRNA microarrays;Flow cytometry;Survival analysis,Suppression of Breast Tumor Growth and Metastasis by an Engineered Transcription Factor,SLC8A2 normaly expressed in the neural system,,CL_0000034
21931769,DACT3,T Marker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,Weston blot;qRT-PCR;siRNA Maspin gene knock-down;MicroRNA microarrays;Flow cytometry;Survival analysis,Suppression of Breast Tumor Growth and Metastasis by an Engineered Transcription Factor,DACT3 normaly expressed in the neural system,,CL_0000034
21931769,MIR10B,T Marker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,Weston blot;qRT-PCR;siRNA Maspin gene knock-down;MicroRNA microarrays;Flow cytometry;Survival analysis,Suppression of Breast Tumor Growth and Metastasis by an Engineered Transcription Factor,MIR10B could be downregulated by the induction of ATF-126 and Maspin cDNA,,CL_0000034
