PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
18605894,KIT,TFMarker,Stem cell,Cancer cell,Embryo,low-throughput,Confocal microscopy;Flow cytometry;Immunofluorescent staining;RT-PCR,Parthenogenetic embryo-like structures in the human ovarian surface epithelium cell culture in postmenopausal women with no naturally present follicles and oocytes,"Transcription factors OCT-4, NANOG, SOX-2, and C-KIT are markers of embryonic stem cells and give rise to embryonic-like, oocyte, and blastocyst-like structures that may be involved in the reproduction and formation of human ovarian tumors.",NANOG;POU5F1;SOX2,CL_0000034
18605894,POU5F1,TFMarker,Stem cell,Cancer cell,Embryo,low-throughput,Confocal microscopy;Flow cytometry;Immunofluorescent staining;RT-PCR,Parthenogenetic embryo-like structures in the human ovarian surface epithelium cell culture in postmenopausal women with no naturally present follicles and oocytes,"Transcription factors OCT-4, NANOG, SOX-2, and C-KIT are markers of embryonic stem cells and give rise to embryonic-like, oocyte, and blastocyst-like structures that may be involved in the reproduction and formation of human ovarian tumors.",NANOG;SOX2;KIT,CL_0000034
18605894,SOX2,TFMarker,Stem cell,Cancer cell,Embryo,low-throughput,Confocal microscopy;Flow cytometry;Immunofluorescent staining;RT-PCR,Parthenogenetic embryo-like structures in the human ovarian surface epithelium cell culture in postmenopausal women with no naturally present follicles and oocytes,"Transcription factors OCT-4, NANOG, SOX-2, and C-KIT are markers of embryonic stem cells and give rise to embryonic-like, oocyte, and blastocyst-like structures that may be involved in the reproduction and formation of human ovarian tumors.",NANOG;POU5F1;KIT,CL_0000034
18605894,NANOG,TFMarker,Stem cell,Cancer cell,Embryo,low-throughput,Confocal microscopy;Flow cytometry;Immunofluorescent staining;RT-PCR,Parthenogenetic embryo-like structures in the human ovarian surface epithelium cell culture in postmenopausal women with no naturally present follicles and oocytes,"Transcription factors OCT-4, NANOG, SOX-2, and C-KIT are markers of embryonic stem cells and give rise to embryonic-like, oocyte, and blastocyst-like structures that may be involved in the reproduction and formation of human ovarian tumors.",KIT;POU5F1;SOX2,CL_0000034
18635311,SPI1,TFMarker,Chronic myeloid leukemia cell,Cancer cell,Blood,low-throughput + high-throughput,qRT-PCR;Western blot;DNA-seq,PU.1 expression is restored upon treatment of chronic myeloid leukemia patients,PU.1 is used as an additional marker of the response to the treatment of the CML in Chronic myeloid leukemia cell,,
18718911,EGR1,TFMarker,Bladder Tumor cell,Cancer cell,Bladder,low-throughput + high-throughput,PCR;Sequencing technique;Weston blot,Epigenetic regulation of HYAL-1 hyaluronidase expression. identification of HYAL-1 promoter,"The chromatin immunoprecipitation assay identified that EGR1, AP-2, and NFB bind to the promoter in HYAL-1-expressing cells, whereas SP1 binds to the promoter in non-HYAL-1-expressing cells.",HYAL1,
18724243,WT1,TFMarker,Stem cell,Cancer cell,Thyroid,low-throughput,Immunohistochemistry;Microscopic observation,Expression of pax8 as a useful marker in distinguishing ovarian carcinomas from mammary carcinomas,"PAX8 is a useful marker in the differential diagnosis of ovarian and breast carcinomas, and it seems to be superior to WT1 for the diagnosis of all types of nonmucinous ovarian carcinomas, notably clear cell and endometrioid types where WT1 expression is generally negative or only focal.",PAX8,CL_0000034
18753972,WT1,TFMarker,ovarian cell,Cancer cell,Uterus,low-throughput,Immunohistochemistry;Microscopic observation,SF-1 is a diagnostically useful immunohistochemical marker and comparable to other sex cord-stromal tumor markers for the differential diagnosis of ovarian sertoli cell tumor,"Combined extent/intensity of immunostaining was similar for all 3 markers, but WT1 showed the most robust immunoreactivity in positive cases (mean immunohistochemical composite scores for SF-1, WT1, and inhibin: 6.1, 10.8, and 7.8, respectively)",SF1,
18781151,GOLM1,TFMarker,Prostate cancer cell ,Cancer cell,Prostate,low-throughput,Microscopic observation;RT–PCR;Immunofluorescent staining;Immunohistochemistry,GOLPH2 protein expression as a novel tissue biomarker for prostate cancer: implications for tissue-based diagnostics ,These data clearly suggest GOLPH2 as an additional ancillary positive marker for tissue-based diagnosis of prostate cancer.,,
18805401,AIMP2,TFMarker,Progenitor cell,Cancer cell,Blood,low-throughput,qPCR;Western blot;Flow cytometry,"Tumor necrosis factor alpha inhibits erythroid differentiation in human erythropoietin-dependent cells involving p38 MAPK pathway, GATA-1 and FOG-1 downregulation and GATA-2 upregulation","Indeed the P38 inhibitor, SB203580, abrogated the inhibitory effect of TNFalpha on the major erythroid transcription factor GATA-1 as well as erythroid marker expression in Epo-induced TF-1 cells.",GATA1,
18805401,GATA1,TFMarker,Progenitor cell,Cancer cell,Blood,low-throughput,qPCR;Western blot;Flow cytometry,"Tumor necrosis factor alpha inhibits erythroid differentiation in human erythropoietin-dependent cells involving p38 MAPK pathway, GATA-1 and FOG-1 downregulation and GATA-2 upregulation","Indeed the P38 inhibitor, SB203580, abrogated the inhibitory effect of TNFalpha on the major erythroid transcription factor GATA-1 as well as erythroid marker expression in Epo-induced TF-1 cells.",AIMP2,
18807039,ID4,TFMarker,Stem cell,Cancer cell,Breast,low-throughput,Immunohistochemistry;PCR;Western blot;Microscopic observation,Promoter methylation of ID4. A marker for recurrence-free survival in human breast cancer,ID4 methylation status could serve as a prognostic biomarker in human breast cancer.,BRCA1,CL_0000034
18807039,BRCA1,TFMarker,Stem cell,Cancer cell,Breast,low-throughput,Immunohistochemistry;PCR;Western blot;Microscopic observation,Promoter methylation of ID4. A marker for recurrence-free survival in human breast cancer,ID4 als einen negativen Regulator des zentralen Brustkrebstumorsuppressorgens BRCA1.,ID4,CL_0000034
18813120,TP63,TFMarker,Prostate cancer cell ,Cancer cell,Prostate,low-throughput,Immunofluorescent staining,False positive labeling of prostate cancer with high molecular weight cytokeratin: p63 a more specific immunomarker for basal cells ,Occasional nonspecific staining of prostate cancer cells with high molecular weight cytokeratin (HMWCK) can lead to false-negative diagnoses. ,TP63,
18824868,SF1,TFMarker,Stem cell,Cancer cell,Kidney,low-throughput,Immunohistochemistry;Microscopic observation,Usefulness of transcription factors Ad4BP/SF-1 and DAX-1 as immunohistologic markers for diagnosis of advanced adrenocortical carcinoma,"The expressions of AD4BP, /SF-1 and DAX-1 are considered essential to maintain the biological characteristics of adrenocortical cells even without abnormal hormonal findings or even after malignant transformation and metastasis.",NR5A1;NR0B1,CL_0000034
18824868,NR0B1,TFMarker,Stem cell,Cancer cell,Kidney,low-throughput,Immunohistochemistry;Microscopic observation,Usefulness of transcription factors Ad4BP/SF-1 and DAX-1 as immunohistologic markers for diagnosis of advanced adrenocortical carcinoma,"The expressions of AD4BP, /SF-1 and DAX-1 are considered essential to maintain the biological characteristics of adrenocortical cells even without abnormal hormonal findings or even after malignant transformation and metastasis.",NR5A1;SF1,CL_0000034
18824868,NR5A1,TFMarker,Stem cell,Cancer cell,Kidney,low-throughput,Immunohistochemistry;Microscopic observation,Usefulness of transcription factors Ad4BP/SF-1 and DAX-1 as immunohistologic markers for diagnosis of advanced adrenocortical carcinoma,"The expressions of AD4BP, /SF-1 and DAX-1 are considered essential to maintain the biological characteristics of adrenocortical cells even without abnormal hormonal findings or even after malignant transformation and metastasis.",SF1;NR0B1,CL_0000034
18953328,CXCL14,TFMarker,Stem cell,Cancer cell,Mucosal,low-throughput,Immunohistochemistry;qRT-PCR;qPCR,Novel markers for enterochromaffin cells and gastrointestinal neuroendocrine carcinomas,"However, chemokine C-X-C motif ligand 14 (CXCL14) and NK2 transcription factor related locus 3 Drosophila (NKX2-3) are expressed to a lower level in liver metastases than in primary tumors and normal enterochromaffin cells, which implies a role in neuroendocrine carcinoma differentiation.",,CL_0000034
18987169,GCG,TFMarker,Progenitor cell,Cancer cell,Nerve,low-throughput,Immunohistochemistry;Immunofluorescent staining;Western blot;Microscopic observation;qPCR;RT-PCR,Homeodomain transcription factor NKX2.2 functions in immature cells to control enteroendocrine differentiation and is expressed in gastrointestinal neuroendocrine tumors,"The number of cells producing numerous hormones, such as serotonin, gastrin, cholecystokinin, somatostatin, glucagon-like peptide 1 (GLP-1).",NKX22,
19002529,TWIST1,TFMarker,Colon carcinoma cell,Cancer cell,Colon,low-throughput,RT-PCR;qRT-PCR;Microscopic observation;Western blot;Immunohistochemistry,TWIST1 overexpression is associated with nodal invasion and male sex in primary colorectal cancer,"The use of TWIST1 as a new prognostic marker of advanced malignancy, and as a potential therapeutic target in colorectal cancer, is proposed.",GAPDH,CL_0001064
19014499,VEGFA,TFMarker,colon cell,Cancer cell,Colon,low-throughput,Immunohistochemistry;Evaluation of the immunostaining,Id-1: regulator of EGFR and VEGF and potential target for colorectal cancer therapy,"This study revealed that Id-1, EGFR and VEGF took part in development and progression of colorectal carcinomas and that Id-1 was associated with regulations of EGFR and VEGF.",ID1,
19014499,EGFR,TFMarker,colon cell,Cancer cell,Colon,low-throughput,Immunohistochemistry;Evaluation of the immunostaining,Id-1: regulator of EGFR and VEGF and potential target for colorectal cancer therapy,"This study revealed that Id-1, EGFR and VEGF took part in development and progression of colorectal carcinomas and that Id-1 was associated with regulations of EGFR and VEGF.",ID1,
19047111,TTF1,TFMarker,Lung adenoCarcinoma cell,Cancer cell,Lung,low-throughput,Immunohistochemistry;Microscopic observation,Elevated phospho-S6 expression is associated with metastasis in adenocarcinoma of the lung,"TTF-1 expression has been found predominately in Lung adenoCarcinoma and has been shown to be a favorable, independent predictor of survival in Lung adenoCarcinoma patients.",TAS2R63P,
19047148,AR,TFMarker,Prostate carcinoma cell,Cancer cell,Prostate,low-throughput,Flowcytometry;Immunoblotting;Immunoprecipitation;Immunohistochemistry;Microscopic observation,The Role of CD133 in Normal Human Prostate Stem Cells and Malignant Cancer-Initiating Cells ,"This suggests that (a) AR-expressing prostate CICs are derived from a malignantly transformed intermediate cell that acquires ""stem-like activity"" and not from a malignantly transformed normal stem cell and (b) AR signaling pathways are a therapeutic target for prostate CICs.",PROM1,CL_0001064
19047914,TTF1,TFMarker,Uterus Carcinoma cell;Ovarian Carcinoma cell,Cancer cell,Uterus;ovarian,low-throughput,Immunohistochemistry;Immunostaining;Microscopic observation,"TTF-1 expression in ovarian and uterine epithelial neoplasia and its potential significance, an immunohistochemical assessment with multiple monoclonal antibodies and different secondary detection systems","Thyroid transcription factor-1 (TTF-1) is a 38-kd homeodomain containing a DNA-binding protein and its function is a regulator of RNA transcriptase.TTF-1 was most frequently detected in uterine malignant mixed Mu llerian tumor (82%), more common in uterine tumors than ovarian tumors, and more common in surgical specimen than TMA. When present, tumor cells can be rarely positive or diffusely positive for TTF-1 reactivity.",,
19057705,ATF4,TFMarker,Blood cell,Cancer cell,Blood,low-throughput + high-throughput,qPCR;PCR;Sequencing technique,Transcriptome analysis in peripheral blood of humans exposed to environmental carcinogens: a promising new biomarker in environmental health studies,"ATF4 is also known as CREB2, a member of CREB family, which is known as a key regulator in the control of cellular gene expression, regulating cell cycle and growth factor genes of which aberrant expression is observed in certain Cancers;ATF4 expression levels showed a significant correlation with urinary levels of 1-OH-pyrene, a metabolite well known for representing PAH exposure.",,
19057705,CXCL1,TFMarker,Blood cell,Cancer cell,Blood,low-throughput + high-throughput,qPCR;PCR;Sequencing technique,Transcriptome analysis in peripheral blood of humans exposed to environmental carcinogens: a promising new biomarker in environmental health studies,"CXCL1(chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)) is a marker expressed in Blood cell;CXCL1 is a chemokine whose gene expression was found in the present study to correlate significantly with blood measures of dioxins and furans. It has been associated with tumor growth and metastasis .",,
19057705,PINK1,TFMarker,Blood cell,Cancer cell,Blood,low-throughput + high-throughput,qPCR;PCR;Sequencing technique,Transcriptome analysis in peripheral blood of humans exposed to environmental carcinogens: a promising new biomarker in environmental health studies,"PINK1(PTEN-induced putative kinase-1) is a marker expressed in Blood cell;PINK1 expression correlated significantly with endogenous levels of PCBs and p,p′-DDE. PINK1 is a PTEN-induced putative kinase. PTEN is a tumor suppressor, functioning as an inhibitor of the AKT/PKB signaling pathway, and is mutated in a large number of cancers",,
19058139,POU5F1,TFMarker,Stem cell,Cancer cell,Prostate,low-throughput,RT-PCR;Immunohistochemistry;Western blot;Microscopic observation,Oct4A Is Expressed by a Subpopulation of Prostate Neuroendocrine Cells,"A subpopulation of the POU5F1 expressing cells co-expressed SOX2, an embryonic stem cell marker.",SOX2,CL_0000034
