Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand MGI ID,Receptor MGI ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB15:0000053,Angpt1 Itga5,Angpt1,Itga5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angpt1%20Itga5-based-on-Pubmed-ID-15781448-in-mouse,"Angpt1 (Ang-1, Angiopoietin-1, 1110046O21Rik, ang1)","Itga5 (Fnra, Cd49e)",MGI:108448,MGI:96604,ENSMUSG00000022309,ENSMUSG00000000555,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","ITGA5 (FNRA, CD49e)",secreted,cell membrane
CDB15:0000054,Angpt1 Itgb1,Angpt1,Itgb1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angpt1%20Itgb1-based-on-Pubmed-ID-15690488,%2015781448,%2019379779-in-mouse","Angpt1 (Ang-1, Angiopoietin-1, 1110046O21Rik, ang1)","Itgb1 (CD29, beta1 integrin, 4633401G24Rik, Fnrb, Gm9863)",MGI:108448,MGI:96610,ENSMUSG00000022309,ENSMUSG00000025809,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",secreted,cell membrane
CDB15:0000055,Angpt1 Tek,Angpt1,Tek,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angpt1%20Tek-based-on-Pubmed-ID-12427764,%208980223,%208980224,%209723709-in-mouse","Angpt1 (Ang-1, Angiopoietin-1, 1110046O21Rik, ang1)","Tek (Hyk, Tie2, Cd202b, tie-2)",MGI:108448,MGI:98664,ENSMUSG00000022309,ENSMUSG00000006386,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000056,Angpt1 Tie1,Angpt1,Tie1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angpt1%20Tie1-based-on-Pubmed-ID-11172728,%2015851516-in-mouse","Angpt1 (Ang-1, Angiopoietin-1, 1110046O21Rik, ang1)","Tie1 (TIE, D430008P04Rik, tie-1)",MGI:108448,MGI:99906,ENSMUSG00000022309,ENSMUSG00000033191,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","TIE1 (TIE, JTK14)",secreted,cell membrane
CDB15:0000057,Angpt2 Tek,Angpt2,Tek,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angpt2%20Tek-based-on-Pubmed-ID-9204896,%209723709-in-mouse","Angpt2 (Ang2, Ang-2)","Tek (Hyk, Tie2, Cd202b, tie-2)",MGI:1202890,MGI:98664,ENSMUSG00000031465,ENSMUSG00000006386,ANGPT2 (Ang2),"TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000058,Angpt4 Tek,Angpt4,Tek,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angpt4%20Tek-based-on-Pubmed-ID-10051567,%2015284220-in-mouse",Angpt4,"Tek (Hyk, Tie2, Cd202b, tie-2)",MGI:1336887,MGI:98664,ENSMUSG00000027460,ENSMUSG00000006386,ANGPT4,"TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000059,Angpt4 Tie1,Angpt4,Tie1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angpt4%20Tie1-based-on-Pubmed-ID-10051567,%2015851516-in-mouse",Angpt4,"Tie1 (TIE, D430008P04Rik, tie-1)",MGI:1336887,MGI:99906,ENSMUSG00000027460,ENSMUSG00000033191,ANGPT4,"TIE1 (TIE, JTK14)",secreted,cell membrane
CDB15:0000060,Angptl1 Tek,Angptl1,Tek,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angptl1%20Tek-based-on-Pubmed-ID-10051567-in-mouse,"Angptl1 (ANGPT3, ANGY, ARP1, ANG3, 2810039D03Rik, ANG-3, ANG3)","Tek (Hyk, Tie2, Cd202b, tie-2)",MGI:1919963,MGI:98664,ENSMUSG00000033544,ENSMUSG00000006386,"ANGPTL1 (ANGPT3, ANG3, AngY, ARP1)","TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000061,Angptl3 Itgav,Angptl3,Itgav,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angptl3%20Itgav-based-on-Pubmed-ID-11877390-in-mouse,Angptl3 (hypl),"Itgav (vitronectin receptor alpha polypeptide  (VNRA), CD51, alphav-integrin, 1110004F14Rik, 2610028E01Rik, D430040G12Rik)",MGI:1353627,MGI:96608,ENSMUSG00000028553,ENSMUSG00000027087,ANGPTL3 (ANGPT5),"ITGAV (VNRA, MSK8, VTNR, CD51)",secreted,cell membrane
CDB15:0000062,Angptl3 Itgb3,Angptl3,Itgb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angptl3%20Itgb3-based-on-Pubmed-ID-11877390-in-mouse,Angptl3 (hypl),"Itgb3 (platelet glycoprotein IIIa  (GP3A), CD61)",MGI:1353627,MGI:96612,ENSMUSG00000028553,ENSMUSG00000020689,ANGPTL3 (ANGPT5),"ITGB3 (GP3A, CD61, GPIIIa)",secreted,cell membrane
CDB15:0000063,Anxa1 Fpr1,Anxa1,Fpr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Anxa1%20Fpr1-based-on-Pubmed-ID-10882119-in-mouse,"Anxa1 (Lpc-1, Lpc1, Anx-1, Anx-A1, C430014K04Rik)","Fpr1 (FPR, fMLF-R)",MGI:96819,MGI:107443,ENSMUSG00000024659,ENSMUSG00000045551,"ANXA1 (ANX1, LPC1)","FPR1 (FPR, FMLP)","secreted, cell membrane",cell membrane
CDB15:0000064,Anxa1 Fpr2,Anxa1,Fpr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Anxa1%20Fpr2-based-on-Pubmed-ID-12368905,%2012560218,%2016278303-in-mouse","Anxa1 (Lpc-1, Lpc1, Anx-1, Anx-A1, C430014K04Rik)","Fpr2 (E330010I07Rik, Fpr-rs2)",MGI:96819,MGI:1278319,ENSMUSG00000024659,ENSMUSG00000052270,"ANXA1 (ANX1, LPC1)","FPR2 (FPRL1, LXA4R, HM63, FPRH2, FMLPX, FPR2A, FMLP-R-II, ALXR, ALX)","secreted, cell membrane",cell membrane
CDB15:0000066,Apln Aplnr,Apln,Aplnr,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apln%20Aplnr-based-on-Pubmed-ID-10617103,%2010777510,%2011336787,%2012603839,%2012939143,%2015341513,%209792798-in-mouse",Apln (6030430G11Rik),"Aplnr (msr/apj, apelin receptor, APJ, Agtrl1)",MGI:1353624,MGI:1346086,ENSMUSG00000037010,ENSMUSG00000044338,"APLN (apelin, XNPEP2)","APLNR (AGTRL1, FLJ90771, APJ, APJR)",secreted,cell membrane
CDB15:0000067,Apob Ldlr,Apob,Ldlr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apob%20Ldlr-based-on-Pubmed-ID-11327878,%2012031600-in-mouse","Apob (apob-100, apob-48)",Ldlr,MGI:88052,MGI:96765,ENSMUSG00000020609,ENSMUSG00000032193,APOB (ApoB-100),LDLR (LDLCQ2),"secreted, cell membrane",cell membrane
CDB15:0000068,Apob Lrp2,Apob,Lrp2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apob%20Lrp2-based-on-Pubmed-ID-10330424-in-mouse,"Apob (apob-100, apob-48)","Lrp2 (Megalin, Gp330, D230004K18Rik, b2b1625.2Clo)",MGI:88052,MGI:95794,ENSMUSG00000020609,ENSMUSG00000027070,APOB (ApoB-100),"LRP2 (gp330, DBS)","secreted, cell membrane",cell membrane
CDB15:0000069,Apob Lrp6,Apob,Lrp6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apob%20Lrp6-based-on-Pubmed-ID-18948618-in-mouse,"Apob (apob-100, apob-48)",", Cd, ska26, skax26)"">Lrp6 (ska, Cd, ska26, skax26)",MGI:88052,MGI:1298218,ENSMUSG00000020609,ENSMUSG00000030201,APOB (ApoB-100),LRP6 (ADCAD2),"secreted, cell membrane",cell membrane
CDB15:0000070,Apob Olr1,Apob,Olr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apob%20Olr1-based-on-Pubmed-ID-9763524-in-mouse,"Apob (apob-100, apob-48)","Olr1 (LOX-1, Scare1, SR-EI)",MGI:88052,MGI:1261434,ENSMUSG00000020609,ENSMUSG00000030162,APOB (ApoB-100),"OLR1 (LOX-1, SCARE1, CLEC8A)","secreted, cell membrane",cell membrane
CDB15:0000071,Apod Lepr,Apod,Lepr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apod%20Lepr-based-on-Pubmed-ID-11344130-in-mouse,Apod,"Lepr (Obr, leptin receptor gene-related protein, OB-RGRP, LEPROT, obl, obese-like, Modb1, Leprb)",MGI:88056,MGI:104993,ENSMUSG00000022548,ENSMUSG00000057722,APOD (Apo-D),"LEPR (OBR, CD295, LEP-R, OB-R)","secreted, cell membrane",cell membrane
CDB15:0000072,Apoe Ldlr,Apoe,Ldlr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apoe%20Ldlr-based-on-Pubmed-ID-12036962-in-mouse,Apoe (Apoe),Ldlr,MGI:88057,MGI:96765,ENSMUSG00000002985,ENSMUSG00000032193,APOE (AD2),LDLR (LDLCQ2),secreted,cell membrane
CDB15:0000073,Apoe Lrp1,Apoe,Lrp1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apoe%20Lrp1-based-on-Pubmed-ID-22622580,%202779654,%2031677479-in-mouse",Apoe (Apoe),"Lrp1 (CD91, A2mr, b2b1554Clo)",MGI:88057,MGI:96828,ENSMUSG00000002985,ENSMUSG00000040249,APOE (AD2),"LRP1 (APR, A2MR, LRP, CD91, LRP1A, APOER, IGFBP3R1, IGFBP-3R)",secreted,cell membrane
CDB15:0000074,Apoe Lrp2,Apoe,Lrp2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apoe%20Lrp2-based-on-Pubmed-ID-11421580-in-mouse,Apoe (Apoe),"Lrp2 (Megalin, Gp330, D230004K18Rik, b2b1625.2Clo)",MGI:88057,MGI:95794,ENSMUSG00000002985,ENSMUSG00000027070,APOE (AD2),"LRP2 (gp330, DBS)",secreted,cell membrane
CDB15:0000075,Apoe Lrp5,Apoe,Lrp5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apoe%20Lrp5-based-on-Pubmed-ID-9832610-in-mouse,Apoe (Apoe),"Lrp5 (LRP7, LR3)",MGI:88057,MGI:1278315,ENSMUSG00000002985,ENSMUSG00000024913,APOE (AD2),"LRP5 (LRP7, OPPG, EVR1, LR3, BMND1, HBM, OPS, OPTA1, VBCH2, EVR4)",secreted,cell membrane
CDB15:0000076,Apoe Lrp8,Apoe,Lrp8,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apoe%20Lrp8-based-on-Pubmed-ID-12167620,%2012950167-in-mouse",Apoe (Apoe),"Lrp8 (apoER2, 4932703M08Rik, Lr8b)",MGI:88057,MGI:1340044,ENSMUSG00000002985,ENSMUSG00000028613,APOE (AD2),"LRP8 (APOER2, MCI1, LRP-8, HSZ75190)",secreted,cell membrane
CDB15:0000077,Apoe Scarb1,Apoe,Scarb1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apoe%20Scarb1-based-on-Pubmed-ID-12138091-in-mouse,Apoe (Apoe),"Scarb1 (D5Ertd460e, Srb1, Cd36l1, Cla-1, SRBI, SR-BI, Hlb398, Hdlq1, Chohd1, Chohd1)",MGI:88057,MGI:893578,ENSMUSG00000002985,ENSMUSG00000037936,APOE (AD2),"SCARB1 (CD36L1, SRB1, CLA-1, CLA1, SR-BI)",secreted,cell membrane
CDB15:0000078,Apoe Sorl1,Apoe,Sorl1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apoe%20Sorl1-based-on-Pubmed-ID-11294867-in-mouse,Apoe (Apoe),"Sorl1 (LR11, mSorLA, 2900010L19Rik, Sorla)",MGI:88057,MGI:1202296,ENSMUSG00000002985,ENSMUSG00000049313,APOE (AD2),"SORL1 (C11orf32, gp250, LR11, LRP9, SorLA, SorLA-1)",secreted,cell membrane
CDB15:0000079,Apoe Vldlr,Apoe,Vldlr,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apoe%20Vldlr-based-on-Pubmed-ID-12167620-in-mouse,Apoe (Apoe),Vldlr,MGI:88057,MGI:98935,ENSMUSG00000002985,ENSMUSG00000024924,APOE (AD2),"VLDLR (CARMQ1, CHRMQ1, VLDLRCH)",secreted,cell membrane
CDB15:0000080,App Cd74,App,Cd74,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-App%20Cd74-based-on-Pubmed-ID-19849849,%2039351084-in-mouse","App (betaAPP, Abeta, protease nexin II, Adap, Cvap, appican, E030013M08Rik)","Cd74 (CLIP, Ii)",MGI:88059,MGI:96534,ENSMUSG00000022892,ENSMUSG00000024610,"APP (AD1, alpha-sAPP)","CD74 (DHLAG, CLIP)","secreted, cell membrane",cell membrane
CDB15:0000081,App Fpr2,App,Fpr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-App%20Fpr2-based-on-Pubmed-ID-11160457,%2011316806-in-mouse","App (betaAPP, Abeta, protease nexin II, Adap, Cvap, appican, E030013M08Rik)","Fpr2 (E330010I07Rik, Fpr-rs2)",MGI:88059,MGI:1278319,ENSMUSG00000022892,ENSMUSG00000052270,"APP (AD1, alpha-sAPP)","FPR2 (FPRL1, LXA4R, HM63, FPRH2, FMLPX, FPR2A, FMLP-R-II, ALXR, ALX)","secreted, cell membrane",cell membrane
CDB15:0000082,App Gpc1,App,Gpc1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-App%20Gpc1-based-on-Pubmed-ID-15084524-in-mouse,"App (betaAPP, Abeta, protease nexin II, Adap, Cvap, appican, E030013M08Rik)",Gpc1,MGI:88059,MGI:1194891,ENSMUSG00000022892,ENSMUSG00000034220,"APP (AD1, alpha-sAPP)",GPC1 (glypican),"secreted, cell membrane",cell membrane
CDB15:0000083,App Lrp1,App,Lrp1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-App%20Lrp1-based-on-Pubmed-ID-12212791,%207543026-in-mouse","App (betaAPP, Abeta, protease nexin II, Adap, Cvap, appican, E030013M08Rik)","Lrp1 (CD91, A2mr, b2b1554Clo)",MGI:88059,MGI:96828,ENSMUSG00000022892,ENSMUSG00000040249,"APP (AD1, alpha-sAPP)","LRP1 (APR, A2MR, LRP, CD91, LRP1A, APOER, IGFBP3R1, IGFBP-3R)","secreted, cell membrane",cell membrane
CDB15:0000084,Areg Egfr,Areg,Egfr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Areg%20Egfr-based-on-Pubmed-ID-10085134,%202466334-in-mouse","Areg (AR, Sdgf, Mcub)","Egfr (avian erythroblastic leukemia viral (v-erb-b) oncogene homolog, Erbb, Wa5, 9030024J15Rik, Errb1)",MGI:88068,MGI:95294,ENSMUSG00000029378,ENSMUSG00000020122,"AREG (SDGF, AREGB, AR, CRDGF)","EGFR (ERBB, ERBB1, ERRP)","secreted, cell membrane",cell membrane
CDB15:0000085,Artn Gfra1,Artn,Gfra1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Artn%20Gfra1-based-on-Pubmed-ID-9883723-in-mouse,Artn (neublastin),"Gfra1 (GDNFR-alpha, GFR alpha-1)",MGI:1333791,MGI:1100842,ENSMUSG00000028539,ENSMUSG00000025089,"ARTN (NBN, EVN, ENOVIN)","GFRA1 (GDNFRA, RETL1, GDNFR, GFR-ALPHA-1, RET1L, TRNR1)",secreted,cell membrane
CDB15:0000086,Artn Gfra3,Artn,Gfra3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Artn%20Gfra3-based-on-Pubmed-ID-30853893,%209883723-in-mouse",Artn (neublastin),"Gfra3 (GFR alpha-3, GFRalpha3)",MGI:1333791,MGI:1201403,ENSMUSG00000028539,ENSMUSG00000024366,"ARTN (NBN, EVN, ENOVIN)",GFRA3 (GFRa-3),secreted,cell membrane
CDB15:0000087,Artn Ret,Artn,Ret,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Artn%20Ret-based-on-Pubmed-ID-30853893,%209883723-in-mouse",Artn (neublastin),"Ret (RET51, RET9, c-Ret)",MGI:1333791,MGI:97902,ENSMUSG00000028539,ENSMUSG00000030110,"ARTN (NBN, EVN, ENOVIN)","RET (HSCR1, MEN2A, MTC1, MEN2B, PTC, CDHF12, RET51, CDHR16)",secreted,cell membrane
CDB15:0000088,a Atrn,a,Atrn,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-a%20Atrn-based-on-Pubmed-ID-11137996-in-mouse,"a (agouti, As, agouti signal protein, ASP, Asip)",Atrn (Mgca),MGI:87853,MGI:1341628,ENSMUSG00000027596,ENSMUSG00000027312,"ASIP (AGTIL, ASP)","ATRN (DPPT-L, MGCA)",secreted,cell membrane
CDB15:0000089,a Mc1r,a,Mc1r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-a%20Mc1r-based-on-Pubmed-ID-9058374-in-mouse,"a (agouti, As, agouti signal protein, ASP, Asip)","Mc1r (e, Mshra, extension recessive yellow, Mcr1)",MGI:87853,MGI:99456,ENSMUSG00000027596,ENSMUSG00000074037,"ASIP (AGTIL, ASP)",MC1R (MSH-R),secreted,cell membrane
CDB15:0000090,a Mc2r,a,Mc2r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-a%20Mc2r-based-on-Pubmed-ID-9058374-in-mouse,"a (agouti, As, agouti signal protein, ASP, Asip)","Mc2r (adrenocorticotropic hormone receptor, Acthr)",MGI:87853,MGI:96928,ENSMUSG00000027596,ENSMUSG00000045569,"ASIP (AGTIL, ASP)",MC2R (ACTHR),secreted,cell membrane
CDB15:0000091,a Mc3r,a,Mc3r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-a%20Mc3r-based-on-Pubmed-ID-9058374-in-mouse,"a (agouti, As, agouti signal protein, ASP, Asip)",Mc3r,MGI:87853,MGI:96929,ENSMUSG00000027596,ENSMUSG00000038537,"ASIP (AGTIL, ASP)",MC3R (MC3),secreted,cell membrane
CDB15:0000092,a Mc4r,a,Mc4r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-a%20Mc4r-based-on-Pubmed-ID-9058374-in-mouse,"a (agouti, As, agouti signal protein, ASP, Asip)","Mc4r (Fatboy, Pkcp)",MGI:87853,MGI:99457,ENSMUSG00000027596,ENSMUSG00000047259,"ASIP (AGTIL, ASP)",MC4R,secreted,cell membrane
CDB15:0000093,a Mc5r,a,Mc5r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-a%20Mc5r-based-on-Pubmed-ID-9058374-in-mouse,"a (agouti, As, agouti signal protein, ASP, Asip)",Mc5r,MGI:87853,MGI:99420,ENSMUSG00000027596,ENSMUSG00000007480,"ASIP (AGTIL, ASP)",MC5R,secreted,cell membrane
CDB15:0000094,Avp Avpr1a,Avp,Avpr1a,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Avp%20Avpr1a-based-on-Pubmed-ID-10519430,%2010780976,%2010866830,%2012446593,%2015084136,%201560825,%2016158071,%208106369,%209264324,%209322919,%209334232,%209459574,%209864265,%209884074-in-mouse","Avp (Vsp, Vp)",Avpr1a (V1aR),MGI:88121,MGI:1859216,ENSMUSG00000037727,ENSMUSG00000020123,"AVP (ARVP, ADH)",AVPR1A (AVPR1),secreted,cell membrane
CDB15:0000095,Avp Avpr1b,Avp,Avpr1b,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Avp%20Avpr1b-based-on-Pubmed-ID-10519430,%2010780976,%2012446593,%2015084136,%2016158071,%207929452,%209264324,%209322919,%209459574,%209864265,%209884074-in-mouse","Avp (Vsp, Vp)","Avpr1b (V3/V1b pituitary vasopressin receptor, V3/V1b, V1bR, AVPR3, V1BR, VPR3)",MGI:88121,MGI:1347010,ENSMUSG00000037727,ENSMUSG00000026432,"AVP (ARVP, ADH)","AVPR1B (AVPR3, V1bR, VPR3)",secreted,cell membrane
CDB15:0000096,Avp Avpr2,Avp,Avpr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Avp%20Avpr2-based-on-Pubmed-ID-10519430,%2010780976,%2011012895,%2012446593,%2015084136,%2016158071,%207774575,%209264324,%209322919,%209459574,%209864265,%209884074-in-mouse","Avp (Vsp, Vp)","Avpr2 (nephrogenic diabetes insipidus, V2R, ND1, DI1)",MGI:88121,MGI:88123,ENSMUSG00000037727,ENSMUSG00000031390,"AVP (ARVP, ADH)","AVPR2 (DIR3, DIR, V2R)",secreted,cell membrane
CDB15:0000097,Avp Oxtr,Avp,Oxtr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Avp%20Oxtr-based-on-Pubmed-ID-12446593,%2015084136,%2016158071,%208955347-in-mouse","Avp (Vsp, Vp)",Oxtr (OTR),MGI:88121,MGI:109147,ENSMUSG00000037727,ENSMUSG00000049112,"AVP (ARVP, ADH)",OXTR (OTR),secreted,cell membrane
CDB15:0000098,Azgp1 Itgav,Azgp1,Itgav,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Azgp1%20Itgav-based-on-Pubmed-ID-9813179-in-mouse,Azgp1 (Zag),"Itgav (vitronectin receptor alpha polypeptide  (VNRA), CD51, alphav-integrin, 1110004F14Rik, 2610028E01Rik, D430040G12Rik)",MGI:103163,MGI:96608,ENSMUSG00000037053,ENSMUSG00000027087,"AZGP1 (ZA2G, ZAG)","ITGAV (VNRA, MSK8, VTNR, CD51)",secreted,cell membrane
CDB15:0000099,B2m Hfe,B2m,Hfe,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-B2m%20Hfe-based-on-Pubmed-ID-39128984-in-mouse,"B2m (beta 2 microglobulin, beta2-m, Ly-m11)",Hfe (MR2),MGI:88127,MGI:109191,ENSMUSG00000060802,ENSMUSG00000006611,B2M,"HFE (HLA-H, HFE1)","secreted, cell membrane",cell membrane
CDB15:0000100,Bdnf Ngfr,Bdnf,Ngfr,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Bdnf%20Ngfr-based-on-Pubmed-ID-15930396,%202157470-in-mouse",Bdnf,"Ngfr (p75, p75NGFR, p75NTR, p75 neurotrophin receptor, LNGFR, Tnfrsf16)",MGI:88145,MGI:97323,ENSMUSG00000048482,ENSMUSG00000000120,BDNF,"NGFR (TNFRSF16, CD271, p75NTR)",secreted,cell membrane
CDB15:0000101,Bdnf Ntrk2,Bdnf,Ntrk2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Bdnf%20Ntrk2-based-on-Pubmed-ID-7644540,%207679912,%209312147-in-mouse",Bdnf,"Ntrk2 (trkB, C030027L06Rik, Tkrb)",MGI:88145,MGI:97384,ENSMUSG00000048482,ENSMUSG00000055254,BDNF,NTRK2 (TRKB),secreted,cell membrane
CDB15:0000102,Bgn Tlr2,Bgn,Tlr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Bgn%20Tlr2-based-on-Pubmed-ID-16025156-in-mouse,"Bgn (BG, SLRR1A)",Tlr2 (Ly105),MGI:88158,MGI:1346060,ENSMUSG00000031375,ENSMUSG00000027995,"BGN (DSPG1, SLRR1A)","TLR2 (TIL4, CD282)",secreted,cell membrane
CDB15:0000103,Bgn Tlr4,Bgn,Tlr4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Bgn%20Tlr4-based-on-Pubmed-ID-16025156-in-mouse,"Bgn (BG, SLRR1A)","Tlr4 (Lps, Rasl2-8, lipopolysaccharide response)",MGI:88158,MGI:96824,ENSMUSG00000031375,ENSMUSG00000039005,"BGN (DSPG1, SLRR1A)","TLR4 (hToll, CD284, TLR-4, ARMD10)",secreted,cell membrane
CDB15:0000104,Bmp10 Acvr2a,Bmp10,Acvr2a,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Bmp10%20Acvr2a-based-on-Pubmed-ID-16049014,%2022718755,%2035643319-in-mouse",Bmp10 (b2b2711Clo),"Acvr2a (ActRIIa, tActRII, Acvr2)",MGI:1338820,MGI:102806,ENSMUSG00000030046,ENSMUSG00000052155,BMP10,"ACVR2A (ACVR2, ACTRII)",secreted,cell membrane
CDB15:0000105,Bmp10 Acvr2b,Bmp10,Acvr2b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Bmp10%20Acvr2b-based-on-Pubmed-ID-22718755-in-mouse,Bmp10 (b2b2711Clo),Acvr2b (ActRIIB),MGI:1338820,MGI:87912,ENSMUSG00000030046,ENSMUSG00000061393,BMP10,ACVR2B (ActR-IIB),secreted,cell membrane
CDB15:0000106,Bmp10 Acvrl1,Bmp10,Acvrl1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Bmp10%20Acvrl1-based-on-Pubmed-ID-17068149,%2022718755,%2032238803-in-mouse",Bmp10 (b2b2711Clo),"Acvrl1 (Alk1, activin receptor-like kinase-1, Acvrlk1, Alk-1)",MGI:1338820,MGI:1338946,ENSMUSG00000030046,ENSMUSG00000000530,BMP10,"ACVRL1 (ACVRLK1, ORW2, HHT2, ALK1, HHT)",secreted,cell membrane
